px,item,order,lifetime,tense,congruence,tt,gaze,rpd,region,region_num,rating,condition,rt_value,bio,critical,rating_px
10,49,109,living,Simple Future,Congruent,419,419,419,verb+1,3,7,livingSF,1832,Brad Pitt is an American actor. He lives in Los Angeles.,"He *will star* in critically acclaimed* film productions *in the future*, no doubt.",3.875
10,49,109,living,Simple Future,Congruent,247,247,247,verb+2,4,7,livingSF,1832,Brad Pitt is an American actor. He lives in Los Angeles.,"He *will star* in critically acclaimed* film productions *in the future*, no doubt.",3.875
10,49,109,living,Simple Future,Congruent,214,214,214,verb+3,5,7,livingSF,1832,Brad Pitt is an American actor. He lives in Los Angeles.,"He *will star* in critically acclaimed* film productions *in the future*, no doubt.",3.875
10,49,109,living,Simple Future,Congruent,NA,NA,NA,verb+4,6,7,livingSF,1832,Brad Pitt is an American actor. He lives in Los Angeles.,"He *will star* in critically acclaimed* film productions *in the future*, no doubt.",3.875
10,49,109,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,1832,Brad Pitt is an American actor. He lives in Los Angeles.,"He *will star* in critically acclaimed* film productions *in the future*, no doubt.",3.875
10,52,112,dead,Present Perfect,Incongruent,198,198,198,verb-1,1,5,deadPP,2311,James Dean was an American actor. He died in California.,"He *has starred* in notable* films *in the past*, no doubt.",3.875
10,52,112,dead,Present Perfect,Incongruent,531,225,225,verb,2,5,deadPP,2311,James Dean was an American actor. He died in California.,"He *has starred* in notable* films *in the past*, no doubt.",3.875
10,52,112,dead,Present Perfect,Incongruent,556,162,862,verb+1,3,5,deadPP,2311,James Dean was an American actor. He died in California.,"He *has starred* in notable* films *in the past*, no doubt.",3.875
10,52,112,dead,Present Perfect,Incongruent,171,171,171,verb+2,4,5,deadPP,2311,James Dean was an American actor. He died in California.,"He *has starred* in notable* films *in the past*, no doubt.",3.875
10,52,112,dead,Present Perfect,Incongruent,401,401,401,verb+3,5,5,deadPP,2311,James Dean was an American actor. He died in California.,"He *has starred* in notable* films *in the past*, no doubt.",3.875
10,52,112,dead,Present Perfect,Incongruent,206,206,206,verb+4,6,5,deadPP,2311,James Dean was an American actor. He died in California.,"He *has starred* in notable* films *in the past*, no doubt.",3.875
10,52,112,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,5,deadPP,2311,James Dean was an American actor. He died in California.,"He *has starred* in notable* films *in the past*, no doubt.",3.875
10,41,114,living,Simple Future,Congruent,185,185,185,verb-1,1,6,livingSF,2062,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *will sell* critically acclaimed* computers *in the future*, no doubt.",3.875
10,41,114,living,Simple Future,Congruent,391,391,391,verb,2,6,livingSF,2062,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *will sell* critically acclaimed* computers *in the future*, no doubt.",3.875
10,41,114,living,Simple Future,Congruent,366,366,366,verb+1,3,6,livingSF,2062,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *will sell* critically acclaimed* computers *in the future*, no doubt.",3.875
10,41,114,living,Simple Future,Congruent,248,248,248,verb+2,4,6,livingSF,2062,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *will sell* critically acclaimed* computers *in the future*, no doubt.",3.875
10,41,114,living,Simple Future,Congruent,367,367,367,verb+3,5,6,livingSF,2062,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *will sell* critically acclaimed* computers *in the future*, no doubt.",3.875
10,41,114,living,Simple Future,Congruent,284,284,284,verb+4,6,6,livingSF,2062,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *will sell* critically acclaimed* computers *in the future*, no doubt.",3.875
10,41,114,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,2062,"Bill Gates is an American thinker. He lives in Washington, D.C.","He *will sell* critically acclaimed* computers *in the future*, no doubt.",3.875
10,75,117,living,Present Perfect,Congruent,205,205,205,verb-1,1,4,livingPP,2830,Kanye West is an American rapper. He lives in Los Angeles.,"He *has worked* with well-known* rappers *in the past*, apparently.",3.875
10,75,117,living,Present Perfect,Congruent,434,434,434,verb,2,4,livingPP,2830,Kanye West is an American rapper. He lives in Los Angeles.,"He *has worked* with well-known* rappers *in the past*, apparently.",3.875
10,75,117,living,Present Perfect,Congruent,348,348,348,verb+1,3,4,livingPP,2830,Kanye West is an American rapper. He lives in Los Angeles.,"He *has worked* with well-known* rappers *in the past*, apparently.",3.875
10,75,117,living,Present Perfect,Congruent,536,230,230,verb+2,4,4,livingPP,2830,Kanye West is an American rapper. He lives in Los Angeles.,"He *has worked* with well-known* rappers *in the past*, apparently.",3.875
10,75,117,living,Present Perfect,Congruent,448,448,448,verb+3,5,4,livingPP,2830,Kanye West is an American rapper. He lives in Los Angeles.,"He *has worked* with well-known* rappers *in the past*, apparently.",3.875
10,75,117,living,Present Perfect,Congruent,554,436,860,verb+4,6,4,livingPP,2830,Kanye West is an American rapper. He lives in Los Angeles.,"He *has worked* with well-known* rappers *in the past*, apparently.",3.875
10,75,117,living,Present Perfect,Congruent,NA,NA,NA,end,7,4,livingPP,2830,Kanye West is an American rapper. He lives in Los Angeles.,"He *has worked* with well-known* rappers *in the past*, apparently.",3.875
10,77,120,living,Simple Future,Congruent,218,218,218,verb-1,1,6,livingSF,2619,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *will work* with important* elected officials *in the future*, apparently.",3.875
10,77,120,living,Simple Future,Congruent,569,201,201,verb,2,6,livingSF,2619,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *will work* with important* elected officials *in the future*, apparently.",3.875
10,77,120,living,Simple Future,Congruent,641,465,465,verb+1,3,6,livingSF,2619,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *will work* with important* elected officials *in the future*, apparently.",3.875
10,77,120,living,Simple Future,Congruent,482,132,1026,verb+2,4,6,livingSF,2619,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *will work* with important* elected officials *in the future*, apparently.",3.875
10,77,120,living,Simple Future,Congruent,320,320,320,verb+3,5,6,livingSF,2619,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *will work* with important* elected officials *in the future*, apparently.",3.875
10,77,120,living,Simple Future,Congruent,NA,NA,NA,verb+4,6,6,livingSF,2619,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *will work* with important* elected officials *in the future*, apparently.",3.875
10,77,120,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,2619,"Nancy Pelosi is an American politician. She lives in Washington, D.C..","She *will work* with important* elected officials *in the future*, apparently.",3.875
10,21,122,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,5,livingSF,1307,John Cleese is a British actor. He lives in London.,"He *will play* notable* roles *in the future*, so it's said.",3.875
10,21,122,living,Simple Future,Congruent,414,414,414,verb,2,5,livingSF,1307,John Cleese is a British actor. He lives in London.,"He *will play* notable* roles *in the future*, so it's said.",3.875
10,21,122,living,Simple Future,Congruent,228,228,228,verb+1,3,5,livingSF,1307,John Cleese is a British actor. He lives in London.,"He *will play* notable* roles *in the future*, so it's said.",3.875
10,21,122,living,Simple Future,Congruent,178,178,178,verb+2,4,5,livingSF,1307,John Cleese is a British actor. He lives in London.,"He *will play* notable* roles *in the future*, so it's said.",3.875
10,21,122,living,Simple Future,Congruent,168,168,168,verb+3,5,5,livingSF,1307,John Cleese is a British actor. He lives in London.,"He *will play* notable* roles *in the future*, so it's said.",3.875
10,21,122,living,Simple Future,Congruent,369,369,369,verb+4,6,5,livingSF,1307,John Cleese is a British actor. He lives in London.,"He *will play* notable* roles *in the future*, so it's said.",3.875
10,21,122,living,Simple Future,Congruent,NA,NA,NA,end,7,5,livingSF,1307,John Cleese is a British actor. He lives in London.,"He *will play* notable* roles *in the future*, so it's said.",3.875
10,64,125,dead,Present Perfect,Incongruent,253,253,253,verb-1,1,5,deadPP,6834,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She *has won* well-deserved* BAFTAs *in the past*, apparently.",3.875
10,64,125,dead,Present Perfect,Incongruent,515,179,179,verb,2,5,deadPP,6834,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She *has won* well-deserved* BAFTAs *in the past*, apparently.",3.875
10,64,125,dead,Present Perfect,Incongruent,1500,831,1836,verb+1,3,5,deadPP,6834,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She *has won* well-deserved* BAFTAs *in the past*, apparently.",3.875
10,64,125,dead,Present Perfect,Incongruent,2971,322,322,verb+2,4,5,deadPP,6834,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She *has won* well-deserved* BAFTAs *in the past*, apparently.",3.875
10,64,125,dead,Present Perfect,Incongruent,608,608,608,verb+3,5,5,deadPP,6834,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She *has won* well-deserved* BAFTAs *in the past*, apparently.",3.875
10,64,125,dead,Present Perfect,Incongruent,409,409,3058,verb+4,6,5,deadPP,6834,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She *has won* well-deserved* BAFTAs *in the past*, apparently.",3.875
10,64,125,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,5,deadPP,6834,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She *has won* well-deserved* BAFTAs *in the past*, apparently.",3.875
10,78,127,dead,Simple Future,Incongruent,252,252,252,verb-1,1,2,deadSF,1953,Greta Garbo was a Swedish-American actor. She died in New York.,"She *will work* with important* famous actors *in the future*, apparently.",3.875
10,78,127,dead,Simple Future,Incongruent,730,468,468,verb,2,2,deadSF,1953,Greta Garbo was a Swedish-American actor. She died in New York.,"She *will work* with important* famous actors *in the future*, apparently.",3.875
10,78,127,dead,Simple Future,Incongruent,532,174,794,verb+1,3,2,deadSF,1953,Greta Garbo was a Swedish-American actor. She died in New York.,"She *will work* with important* famous actors *in the future*, apparently.",3.875
10,78,127,dead,Simple Future,Incongruent,NA,NA,NA,verb+2,4,2,deadSF,1953,Greta Garbo was a Swedish-American actor. She died in New York.,"She *will work* with important* famous actors *in the future*, apparently.",3.875
10,78,127,dead,Simple Future,Incongruent,210,210,210,verb+3,5,2,deadSF,1953,Greta Garbo was a Swedish-American actor. She died in New York.,"She *will work* with important* famous actors *in the future*, apparently.",3.875
10,78,127,dead,Simple Future,Incongruent,NA,NA,NA,verb+4,6,2,deadSF,1953,Greta Garbo was a Swedish-American actor. She died in New York.,"She *will work* with important* famous actors *in the future*, apparently.",3.875
10,78,127,dead,Simple Future,Incongruent,NA,NA,NA,end,7,2,deadSF,1953,Greta Garbo was a Swedish-American actor. She died in New York.,"She *will work* with important* famous actors *in the future*, apparently.",3.875
10,4,130,dead,Present Perfect,Incongruent,234,234,234,verb-1,1,5,deadPP,3054,Brittany Murphy was an American actor. She died in Los Angeles.,"She *has appeared* in prominent* teen dramas *in the past*, supposedly.",3.875
10,4,130,dead,Present Perfect,Incongruent,862,474,474,verb,2,5,deadPP,3054,Brittany Murphy was an American actor. She died in Los Angeles.,"She *has appeared* in prominent* teen dramas *in the past*, supposedly.",3.875
10,4,130,dead,Present Perfect,Incongruent,590,236,978,verb+1,3,5,deadPP,3054,Brittany Murphy was an American actor. She died in Los Angeles.,"She *has appeared* in prominent* teen dramas *in the past*, supposedly.",3.875
10,4,130,dead,Present Perfect,Incongruent,560,560,560,verb+2,4,5,deadPP,3054,Brittany Murphy was an American actor. She died in Los Angeles.,"She *has appeared* in prominent* teen dramas *in the past*, supposedly.",3.875
10,4,130,dead,Present Perfect,Incongruent,381,381,381,verb+3,5,5,deadPP,3054,Brittany Murphy was an American actor. She died in Los Angeles.,"She *has appeared* in prominent* teen dramas *in the past*, supposedly.",3.875
10,4,130,dead,Present Perfect,Incongruent,101,101,101,verb+4,6,5,deadPP,3054,Brittany Murphy was an American actor. She died in Los Angeles.,"She *has appeared* in prominent* teen dramas *in the past*, supposedly.",3.875
10,4,130,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,5,deadPP,3054,Brittany Murphy was an American actor. She died in Los Angeles.,"She *has appeared* in prominent* teen dramas *in the past*, supposedly.",3.875
10,1,133,living,Simple Future,Congruent,208,208,208,verb-1,1,3,livingSF,3675,Eddie Redmayne is a British actor. He lives in London.,"He *will appear* in numerous* blockbusters *in the future*, supposedly.",3.875
10,1,133,living,Simple Future,Congruent,471,471,471,verb,2,3,livingSF,3675,Eddie Redmayne is a British actor. He lives in London.,"He *will appear* in numerous* blockbusters *in the future*, supposedly.",3.875
10,1,133,living,Simple Future,Congruent,378,179,179,verb+1,3,3,livingSF,3675,Eddie Redmayne is a British actor. He lives in London.,"He *will appear* in numerous* blockbusters *in the future*, supposedly.",3.875
10,1,133,living,Simple Future,Congruent,288,288,288,verb+2,4,3,livingSF,3675,Eddie Redmayne is a British actor. He lives in London.,"He *will appear* in numerous* blockbusters *in the future*, supposedly.",3.875
